Longitude,Latitude,Image URL,InventoryNumber,Location,Theme,Title,Period,Description
115.918961020816,40.2207202462979,https://raw.githubusercontent.com/Bouncing-Grey/Pics/main/Beijing_resized_bordered/RV-A139-1-17.png,RV-A139-1-17,Beijing,Photograph,Photograph,,
116.112008708108,39.8687619403873,https://raw.githubusercontent.com/Bouncing-Grey/Pics/main/Beijing_resized_bordered/RV-A139-1-18.png,RV-A139-1-18,Beijing,Photograph,Photograph,,
116.322796189285,40.1927492644186,https://raw.githubusercontent.com/Bouncing-Grey/Pics/main/Beijing_resized_bordered/RV-A139-1-19.png,RV-A139-1-19,Beijing,Photograph,Photograph,,
116.650365884363,41.0024429100967,https://raw.githubusercontent.com/Bouncing-Grey/Pics/main/Beijing_resized_bordered/RV-A139-1-2.png,RV-A139-1-2,Beijing,Photograph,Photograph,,
116.518365538134,40.9517393419721,https://raw.githubusercontent.com/Bouncing-Grey/Pics/main/Beijing_resized_bordered/RV-A139-1-20.png,RV-A139-1-20,Beijing,Photograph,Photograph,,
116.837438522529,40.238027933391300,https://raw.githubusercontent.com/Bouncing-Grey/Pics/main/Beijing_resized_bordered/RV-A139-1-21.png,RV-A139-1-21,Beijing,Photograph,Photograph,,
116.618748376747,39.9328780563779,https://raw.githubusercontent.com/Bouncing-Grey/Pics/main/Beijing_resized_bordered/RV-A139-1-22.png,RV-A139-1-22,Beijing,Photograph,Photograph,,
115.722414310438,39.6519778632218,https://raw.githubusercontent.com/Bouncing-Grey/Pics/main/Beijing_resized_bordered/RV-A139-1-23.png,RV-A139-1-23,Beijing,Photograph,Photograph,,
115.806338568326,40.5091973753485,https://raw.githubusercontent.com/Bouncing-Grey/Pics/main/Beijing_resized_bordered/RV-A139-1-24.png,RV-A139-1-24,Beijing,Photograph,Photograph,,
116.604192084368,39.9118725145162,https://raw.githubusercontent.com/Bouncing-Grey/Pics/main/Beijing_resized_bordered/RV-A139-1-25.png,RV-A139-1-25,Beijing,Photograph,Photograph,,
116.102063584385,39.6515423599854,https://raw.githubusercontent.com/Bouncing-Grey/Pics/main/Beijing_resized_bordered/RV-A139-1-26.png,RV-A139-1-26,Beijing,Photograph,Photograph,,
115.587315413855,39.6696334737119,https://raw.githubusercontent.com/Bouncing-Grey/Pics/main/Beijing_resized_bordered/RV-A139-1-27.png,RV-A139-1-27,Beijing,Photograph,Photograph,,
116.002436126759,40.1562313117756,https://raw.githubusercontent.com/Bouncing-Grey/Pics/main/Beijing_resized_bordered/RV-A139-1-28.png,RV-A139-1-28,Beijing,Photograph,Photograph,,
115.619423456276,39.9648208835642,https://raw.githubusercontent.com/Bouncing-Grey/Pics/main/Beijing_resized_bordered/RV-A139-1-29.png,RV-A139-1-29,Beijing,Photograph,Photograph,,
116.578346535454,40.3104729350653,https://raw.githubusercontent.com/Bouncing-Grey/Pics/main/Beijing_resized_bordered/RV-A139-1-3.png,RV-A139-1-3,Beijing,Photograph,Photograph,,
115.859024158682,40.5316128406421,https://raw.githubusercontent.com/Bouncing-Grey/Pics/main/Beijing_resized_bordered/RV-A139-1-30.png,RV-A139-1-30,Beijing,Photograph,Photograph,,
116.046132937531,40.5840612315656,https://raw.githubusercontent.com/Bouncing-Grey/Pics/main/Beijing_resized_bordered/RV-A139-1-31.png,RV-A139-1-31,Beijing,Photograph,Photograph,,
116.381510500654,40.21996129789870,https://raw.githubusercontent.com/Bouncing-Grey/Pics/main/Beijing_resized_bordered/RV-A139-1-32.png,RV-A139-1-32,Beijing,Photograph,Photograph,,
116.293512002166,39.7576087822508,https://raw.githubusercontent.com/Bouncing-Grey/Pics/main/Beijing_resized_bordered/RV-A139-1-33.png,RV-A139-1-33,Beijing,Photograph,Photograph,,
116.561973622312,39.6803734757237,https://raw.githubusercontent.com/Bouncing-Grey/Pics/main/Beijing_resized_bordered/RV-A139-1-34.png,RV-A139-1-34,Beijing,Photograph,Photograph,,
116.820012992858,39.7432540278928,https://raw.githubusercontent.com/Bouncing-Grey/Pics/main/Beijing_resized_bordered/RV-A139-1-35.png,RV-A139-1-35,Beijing,Photograph,Photograph,,
116.491412939892,39.6700178592864,https://raw.githubusercontent.com/Bouncing-Grey/Pics/main/Beijing_resized_bordered/RV-A139-1-36.png,RV-A139-1-36,Beijing,Photograph,Photograph,,
117.310245834239,40.1695085438191,https://raw.githubusercontent.com/Bouncing-Grey/Pics/main/Beijing_resized_bordered/RV-A139-1-37.png,RV-A139-1-37,Beijing,Photograph,Photograph,,
116.21495261634,40.0025795842116,https://raw.githubusercontent.com/Bouncing-Grey/Pics/main/Beijing_resized_bordered/RV-A139-1-38.png,RV-A139-1-38,Beijing,Photograph,Photograph,,
116.118607979639,40.0544905732003,https://raw.githubusercontent.com/Bouncing-Grey/Pics/main/Beijing_resized_bordered/RV-A139-1-39.png,RV-A139-1-39,Beijing,Photograph,Photograph,,
116.438105928523,40.1398507383944,https://raw.githubusercontent.com/Bouncing-Grey/Pics/main/Beijing_resized_bordered/RV-A139-1-4.png,RV-A139-1-4,Beijing,Photograph,Photograph,,
116.258707227224,40.1640931511548,https://raw.githubusercontent.com/Bouncing-Grey/Pics/main/Beijing_resized_bordered/RV-A139-1-40.png,RV-A139-1-40,Beijing,Photograph,Photograph,,
117.018534117591,40.0753379197552,https://raw.githubusercontent.com/Bouncing-Grey/Pics/main/Beijing_resized_bordered/RV-A139-1-41.png,RV-A139-1-41,Beijing,Photograph,Photograph,,
116.43442136116,40.4253339940772,https://raw.githubusercontent.com/Bouncing-Grey/Pics/main/Beijing_resized_bordered/RV-A139-1-42.png,RV-A139-1-42,Beijing,Photograph,Photograph,,
116.624915710099,40.5063782645258,https://raw.githubusercontent.com/Bouncing-Grey/Pics/main/Beijing_resized_bordered/RV-A139-1-43.png,RV-A139-1-43,Beijing,Photograph,Photograph,,
116.882214151661,39.7545543659595,https://raw.githubusercontent.com/Bouncing-Grey/Pics/main/Beijing_resized_bordered/RV-A139-1-44.png,RV-A139-1-44,Beijing,Photograph,Photograph,,
117.395964138438,40.570921958004900,https://raw.githubusercontent.com/Bouncing-Grey/Pics/main/Beijing_resized_bordered/RV-A139-1-45.png,RV-A139-1-45,Beijing,Photograph,Photograph,,
116.292067541643,40.2685477293819,https://raw.githubusercontent.com/Bouncing-Grey/Pics/main/Beijing_resized_bordered/RV-A139-1-46.png,RV-A139-1-46,Beijing,Photograph,Photograph,,
115.810909748311,39.5684657127219,https://raw.githubusercontent.com/Bouncing-Grey/Pics/main/Beijing_resized_bordered/RV-A139-1-47.png,RV-A139-1-47,Beijing,Photograph,Photograph,,
116.0784027697,39.9827046844012,https://raw.githubusercontent.com/Bouncing-Grey/Pics/main/Beijing_resized_bordered/RV-A139-1-48.png,RV-A139-1-48,Beijing,Photograph,Photograph,,
116.572860898764,40.0352919939161,https://raw.githubusercontent.com/Bouncing-Grey/Pics/main/Beijing_resized_bordered/RV-A139-1-49.png,RV-A139-1-49,Beijing,Photograph,Photograph,,
116.666475368531,40.4715339002654,https://raw.githubusercontent.com/Bouncing-Grey/Pics/main/Beijing_resized_bordered/RV-A139-1-5.png,RV-A139-1-5,Beijing,Photograph,Photograph,,
116.864046594763,40.6167667725672,https://raw.githubusercontent.com/Bouncing-Grey/Pics/main/Beijing_resized_bordered/RV-A139-1-50.png,RV-A139-1-50,Beijing,Photograph,Photograph,,
117.155338709971,40.1945572684658,https://raw.githubusercontent.com/Bouncing-Grey/Pics/main/Beijing_resized_bordered/RV-A139-1-6.png,RV-A139-1-6,Beijing,Photograph,Photograph,,
116.417116361907,40.0569809277386,https://raw.githubusercontent.com/Bouncing-Grey/Pics/main/Beijing_resized_bordered/RV-A139-1-7.png,RV-A139-1-7,Beijing,Photograph,Photograph,,
116.281846014445,40.5067239213863,https://raw.githubusercontent.com/Bouncing-Grey/Pics/main/Beijing_resized_bordered/RV-A139-1-8.png,RV-A139-1-8,Beijing,Photograph,Photograph,,
116.744405840197,39.8802202963224,https://raw.githubusercontent.com/Bouncing-Grey/Pics/main/Beijing_resized_bordered/RV-A139-1-9.png,RV-A139-1-9,Beijing,Photograph,Photograph,,
115.919340190848,39.8200663005713,https://raw.githubusercontent.com/Bouncing-Grey/Pics/main/Beijing_resized_bordered/RV-A140-1-10.png,RV-A140-1-10,Beijing,Photograph,Photograph,,
116.318482876357,40.7488260269011,https://raw.githubusercontent.com/Bouncing-Grey/Pics/main/Beijing_resized_bordered/RV-A140-1-11.png,RV-A140-1-11,Beijing,Photograph,Photograph,,
115.846523777323,39.6751672675647,https://raw.githubusercontent.com/Bouncing-Grey/Pics/main/Beijing_resized_bordered/RV-A140-1-12.png,RV-A140-1-12,Beijing,Photograph,Photograph,,
116.406989165227,40.0590036611013,https://raw.githubusercontent.com/Bouncing-Grey/Pics/main/Beijing_resized_bordered/RV-A140-1-13.png,RV-A140-1-13,Beijing,Photograph,Photograph,,
116.372489376089,39.684003010529,https://raw.githubusercontent.com/Bouncing-Grey/Pics/main/Beijing_resized_bordered/RV-A140-1-14.png,RV-A140-1-14,Beijing,Photograph,Photograph,,
115.676931264077,39.6035129838771,https://raw.githubusercontent.com/Bouncing-Grey/Pics/main/Beijing_resized_bordered/RV-A140-1-15.png,RV-A140-1-15,Beijing,Photograph,Photograph,,
116.293840763777,39.7759685968056,https://raw.githubusercontent.com/Bouncing-Grey/Pics/main/Beijing_resized_bordered/RV-A140-1-16.png,RV-A140-1-16,Beijing,Photograph,Photograph,,
116.706539841876,40.258855345783100,https://raw.githubusercontent.com/Bouncing-Grey/Pics/main/Beijing_resized_bordered/RV-A140-1-17.png,RV-A140-1-17,Beijing,Photograph,Photograph,,
116.436291877105,40.2008731698379,https://raw.githubusercontent.com/Bouncing-Grey/Pics/main/Beijing_resized_bordered/RV-A140-1-18.png,RV-A140-1-18,Beijing,Photograph,Photograph,,
117.191283044206,40.40053663907670,https://raw.githubusercontent.com/Bouncing-Grey/Pics/main/Beijing_resized_bordered/RV-A140-1-19.png,RV-A140-1-19,Beijing,Photograph,Photograph,,
116.154113039199,39.896379750694,https://raw.githubusercontent.com/Bouncing-Grey/Pics/main/Beijing_resized_bordered/RV-A140-1-20.png,RV-A140-1-20,Beijing,Photograph,Photograph,,
116.473373033245,40.0959627172379,https://raw.githubusercontent.com/Bouncing-Grey/Pics/main/Beijing_resized_bordered/RV-A140-1-21.png,RV-A140-1-21,Beijing,Photograph,Photograph,,
116.151464094229,40.6381057143377,https://raw.githubusercontent.com/Bouncing-Grey/Pics/main/Beijing_resized_bordered/RV-A140-1-22.png,RV-A140-1-22,Beijing,Photograph,Photograph,,
117.204921642438,40.389597084502,https://raw.githubusercontent.com/Bouncing-Grey/Pics/main/Beijing_resized_bordered/RV-A140-1-23.png,RV-A140-1-23,Beijing,Photograph,Photograph,,
115.781733500139,39.9545027458962,https://raw.githubusercontent.com/Bouncing-Grey/Pics/main/Beijing_resized_bordered/RV-A140-1-24.png,RV-A140-1-24,Beijing,Photograph,Photograph,,
115.768984535865,40.0807333356138,https://raw.githubusercontent.com/Bouncing-Grey/Pics/main/Beijing_resized_bordered/RV-A140-1-25.png,RV-A140-1-25,Beijing,Photograph,Photograph,,
116.48757941195,39.9494267561643,https://raw.githubusercontent.com/Bouncing-Grey/Pics/main/Beijing_resized_bordered/RV-A140-1-26.png,RV-A140-1-26,Beijing,Photograph,Photograph,,
116.545727319995,40.2019444131974,https://raw.githubusercontent.com/Bouncing-Grey/Pics/main/Beijing_resized_bordered/RV-A140-1-27.png,RV-A140-1-27,Beijing,Photograph,Photograph,,
115.64135828669,39.7326996794722,https://raw.githubusercontent.com/Bouncing-Grey/Pics/main/Beijing_resized_bordered/RV-A140-1-28.png,RV-A140-1-28,Beijing,Photograph,Photograph,,
116.515915138573,39.879398947825,https://raw.githubusercontent.com/Bouncing-Grey/Pics/main/Beijing_resized_bordered/RV-A140-1-29.png,RV-A140-1-29,Beijing,Photograph,Photograph,,
117.180583550003,40.6162627422511,https://raw.githubusercontent.com/Bouncing-Grey/Pics/main/Beijing_resized_bordered/RV-A140-1-3.png,RV-A140-1-3,Beijing,Photograph,Photograph,,
116.474240761822,40.8447798429415,https://raw.githubusercontent.com/Bouncing-Grey/Pics/main/Beijing_resized_bordered/RV-A140-1-31.png,RV-A140-1-31,Beijing,Photograph,Photograph,,
116.432891247943,40.8311233083702,https://raw.githubusercontent.com/Bouncing-Grey/Pics/main/Beijing_resized_bordered/RV-A140-1-32.png,RV-A140-1-32,Beijing,Photograph,Photograph,,
116.470087406395,40.0927028082095,https://raw.githubusercontent.com/Bouncing-Grey/Pics/main/Beijing_resized_bordered/RV-A140-1-33.png,RV-A140-1-33,Beijing,Photograph,Photograph,,
116.436271935405,40.5777194109634,https://raw.githubusercontent.com/Bouncing-Grey/Pics/main/Beijing_resized_bordered/RV-A140-1-34.png,RV-A140-1-34,Beijing,Photograph,Photograph,,
116.195908935631,40.3693119211175,https://raw.githubusercontent.com/Bouncing-Grey/Pics/main/Beijing_resized_bordered/RV-A140-1-35.png,RV-A140-1-35,Beijing,Photograph,Photograph,,
116.499908361354,39.8942525294484,https://raw.githubusercontent.com/Bouncing-Grey/Pics/main/Beijing_resized_bordered/RV-A140-1-36.png,RV-A140-1-36,Beijing,Photograph,Photograph,,
116.457993941685,39.6616188604306,https://raw.githubusercontent.com/Bouncing-Grey/Pics/main/Beijing_resized_bordered/RV-A140-1-37.png,RV-A140-1-37,Beijing,Photograph,Photograph,,
115.860707628615,40.132353249995500,https://raw.githubusercontent.com/Bouncing-Grey/Pics/main/Beijing_resized_bordered/RV-A140-1-38.png,RV-A140-1-38,Beijing,Photograph,Photograph,,
116.867116173642,40.5730152878503,https://raw.githubusercontent.com/Bouncing-Grey/Pics/main/Beijing_resized_bordered/RV-A140-1-4.png,RV-A140-1-4,Beijing,Photograph,Photograph,,
116.726660675899,39.7017379082866,https://raw.githubusercontent.com/Bouncing-Grey/Pics/main/Beijing_resized_bordered/RV-A140-1-40.png,RV-A140-1-40,Beijing,Photograph,Photograph,,
116.720525182694,39.9225568105459,https://raw.githubusercontent.com/Bouncing-Grey/Pics/main/Beijing_resized_bordered/RV-A140-1-41.png,RV-A140-1-41,Beijing,Photograph,Photograph,,
116.766587249285,40.5489213230966,https://raw.githubusercontent.com/Bouncing-Grey/Pics/main/Beijing_resized_bordered/RV-A140-1-42.png,RV-A140-1-42,Beijing,Photograph,Photograph,,
115.829737735587,39.7497324512992,https://raw.githubusercontent.com/Bouncing-Grey/Pics/main/Beijing_resized_bordered/RV-A140-1-43.png,RV-A140-1-43,Beijing,Photograph,Photograph,,
116.659274524296,39.6587542835507,https://raw.githubusercontent.com/Bouncing-Grey/Pics/main/Beijing_resized_bordered/RV-A140-1-44.png,RV-A140-1-44,Beijing,Photograph,Photograph,,
116.457560274592,40.3169226003312,https://raw.githubusercontent.com/Bouncing-Grey/Pics/main/Beijing_resized_bordered/RV-A140-1-45.png,RV-A140-1-45,Beijing,Photograph,Photograph,,
116.175205678917,40.1847074935986,https://raw.githubusercontent.com/Bouncing-Grey/Pics/main/Beijing_resized_bordered/RV-A140-1-46.png,RV-A140-1-46,Beijing,Photograph,Photograph,,
115.630645988554,39.9315511138749,https://raw.githubusercontent.com/Bouncing-Grey/Pics/main/Beijing_resized_bordered/RV-A140-1-5.png,RV-A140-1-5,Beijing,Photograph,Photograph,,
116.383101968609,40.0286594508394,https://raw.githubusercontent.com/Bouncing-Grey/Pics/main/Beijing_resized_bordered/RV-A140-1-6.png,RV-A140-1-6,Beijing,Photograph,Photograph,,
116.041091770518,39.8104690822206,https://raw.githubusercontent.com/Bouncing-Grey/Pics/main/Beijing_resized_bordered/RV-A140-1-7.png,RV-A140-1-7,Beijing,Photograph,Photograph,,
116.224111474778,39.8707354081878,https://raw.githubusercontent.com/Bouncing-Grey/Pics/main/Beijing_resized_bordered/RV-A140-1-8.png,RV-A140-1-8,Beijing,Photograph,Photograph,,
116.556916271637,39.8469862787561,https://raw.githubusercontent.com/Bouncing-Grey/Pics/main/Beijing_resized_bordered/RV-A140-1-9.png,RV-A140-1-9,Beijing,Photograph,Photograph,,
116.258275456198,40.1200743519793,https://raw.githubusercontent.com/Bouncing-Grey/Pics/main/Beijing_resized_bordered/RV-A166-128.png,RV-A166-128,Beijing,Photograph,Photograph,,
116.785201772399,40.3045160615866,https://raw.githubusercontent.com/Bouncing-Grey/Pics/main/Beijing_resized_bordered/RV-A166-158.png,RV-A166-158,Beijing,Photograph,Photograph,,
115.869233885175,40.120926715783,https://raw.githubusercontent.com/Bouncing-Grey/Pics/main/Beijing_resized_bordered/RV-A166-159.png,RV-A166-159,Beijing,Photograph,Photograph,,
115.772913406947,39.5864604123899,https://raw.githubusercontent.com/Bouncing-Grey/Pics/main/Beijing_resized_bordered/RV-A166-160.png,RV-A166-160,Beijing,Photograph,Photograph,,
116.433302767757,40.5695103412555,https://raw.githubusercontent.com/Bouncing-Grey/Pics/main/Beijing_resized_bordered/RV-A166-161.png,RV-A166-161,Beijing,Photograph,Photograph,,
116.1536852118,40.24866410298,https://raw.githubusercontent.com/Bouncing-Grey/Pics/main/Beijing_resized_bordered/RV-A166-162.png,RV-A166-162,Beijing,Photograph,Photograph,,
116.547260206488,40.0623252560061,https://raw.githubusercontent.com/Bouncing-Grey/Pics/main/Beijing_resized_bordered/RV-A166-163.png,RV-A166-163,Beijing,Photograph,Photograph,,
116.880849691059,40.4649629363931,https://raw.githubusercontent.com/Bouncing-Grey/Pics/main/Beijing_resized_bordered/RV-A166-164.png,RV-A166-164,Beijing,Photograph,Photograph,,
116.357114420728,40.7664832300474,https://raw.githubusercontent.com/Bouncing-Grey/Pics/main/Beijing_resized_bordered/RV-A166-165.png,RV-A166-165,Beijing,Photograph,Photograph,,
116.938910828684,40.1245808467371,https://raw.githubusercontent.com/Bouncing-Grey/Pics/main/Beijing_resized_bordered/RV-A166-166.png,RV-A166-166,Beijing,Photograph,Photograph,,
116.723218088712,39.9251442983435,https://raw.githubusercontent.com/Bouncing-Grey/Pics/main/Beijing_resized_bordered/RV-A166-167.png,RV-A166-167,Beijing,Photograph,Photograph,,
116.65896798018,40.1347098463757,https://raw.githubusercontent.com/Bouncing-Grey/Pics/main/Beijing_resized_bordered/RV-A166-168.png,RV-A166-168,Beijing,Photograph,Photograph,,
116.314975947173,40.3896604684673,https://raw.githubusercontent.com/Bouncing-Grey/Pics/main/Beijing_resized_bordered/RV-A166-169.png,RV-A166-169,Beijing,Photograph,Photograph,,
116.083296437183,39.8043863416482,https://raw.githubusercontent.com/Bouncing-Grey/Pics/main/Beijing_resized_bordered/RV-A166-183.png,RV-A166-183,Beijing,Photograph,Photograph,,
116.492276682355,39.5828508953516,https://raw.githubusercontent.com/Bouncing-Grey/Pics/main/Beijing_resized_bordered/RV-A166-184.png,RV-A166-184,Beijing,Photograph,Photograph,,
115.877572457703,39.634795110477,https://raw.githubusercontent.com/Bouncing-Grey/Pics/main/Beijing_resized_bordered/RV-A166-20.png,RV-A166-20,Beijing,Photograph,Photograph,,
115.610821667854,39.9190093636509,https://raw.githubusercontent.com/Bouncing-Grey/Pics/main/Beijing_resized_bordered/RV-A166-209.png,RV-A166-209,Beijing,Photograph,Photograph,,
116.62586707305,40.2955643250586,https://raw.githubusercontent.com/Bouncing-Grey/Pics/main/Beijing_resized_bordered/RV-A166-21.png,RV-A166-21,Beijing,Photograph,Photograph,,
117.303327112296,40.1313595933261,https://raw.githubusercontent.com/Bouncing-Grey/Pics/main/Beijing_resized_bordered/RV-A166-217.png,RV-A166-217,Beijing,Photograph,Photograph,,
116.066511956654,40.4073623621538,https://raw.githubusercontent.com/Bouncing-Grey/Pics/main/Beijing_resized_bordered/RV-A166-218.png,RV-A166-218,Beijing,Photograph,Photograph,,
117.095636034476,40.518492179417,https://raw.githubusercontent.com/Bouncing-Grey/Pics/main/Beijing_resized_bordered/RV-A166-219.png,RV-A166-219,Beijing,Photograph,Photograph,,
115.918786257035,39.74834772248830,https://raw.githubusercontent.com/Bouncing-Grey/Pics/main/Beijing_resized_bordered/RV-A166-22.png,RV-A166-22,Beijing,Photograph,Photograph,,
116.357613878436,39.6230265120006,https://raw.githubusercontent.com/Bouncing-Grey/Pics/main/Beijing_resized_bordered/RV-A166-220.png,RV-A166-220,Beijing,Photograph,Photograph,,
116.451010175057,40.3607121799403,https://raw.githubusercontent.com/Bouncing-Grey/Pics/main/Beijing_resized_bordered/RV-A166-221.png,RV-A166-221,Beijing,Photograph,Photograph,,
115.728154358779,39.6221048190278,https://raw.githubusercontent.com/Bouncing-Grey/Pics/main/Beijing_resized_bordered/RV-A166-222.png,RV-A166-222,Beijing,Photograph,Photograph,,
116.540689905808,40.1661061029968,https://raw.githubusercontent.com/Bouncing-Grey/Pics/main/Beijing_resized_bordered/RV-A166-23.png,RV-A166-23,Beijing,Photograph,Photograph,,
116.510395956987,39.6249625484225,https://raw.githubusercontent.com/Bouncing-Grey/Pics/main/Beijing_resized_bordered/RV-A166-24.png,RV-A166-24,Beijing,Photograph,Photograph,,
116.661758316629,40.2874298246701,https://raw.githubusercontent.com/Bouncing-Grey/Pics/main/Beijing_resized_bordered/RV-A166-270.png,RV-A166-270,Beijing,Photograph,Photograph,,
115.581409902379,39.611389588774,https://raw.githubusercontent.com/Bouncing-Grey/Pics/main/Beijing_resized_bordered/RV-A166-271.png,RV-A166-271,Beijing,Photograph,Photograph,,
115.556240485457,39.9283327690277,https://raw.githubusercontent.com/Bouncing-Grey/Pics/main/Beijing_resized_bordered/RV-A166-272.png,RV-A166-272,Beijing,Photograph,Photograph,,
116.135248620786,40.0418633321026,https://raw.githubusercontent.com/Bouncing-Grey/Pics/main/Beijing_resized_bordered/RV-A166-273.png,RV-A166-273,Beijing,Photograph,Photograph,,
116.539884815296,40.1980511284294,https://raw.githubusercontent.com/Bouncing-Grey/Pics/main/Beijing_resized_bordered/RV-A166-274.png,RV-A166-274,Beijing,Photograph,Photograph,,
115.692155930849,40.1184452771686,https://raw.githubusercontent.com/Bouncing-Grey/Pics/main/Beijing_resized_bordered/RV-A166-275.png,RV-A166-275,Beijing,Photograph,Photograph,,
116.425313163671,40.0369200625252,https://raw.githubusercontent.com/Bouncing-Grey/Pics/main/Beijing_resized_bordered/RV-A166-276.png,RV-A166-276,Beijing,Photograph,Photograph,,
116.516980364848,40.9454441414247,https://raw.githubusercontent.com/Bouncing-Grey/Pics/main/Beijing_resized_bordered/RV-A166-277.png,RV-A166-277,Beijing,Photograph,Photograph,,
115.824245073744,40.0206432459956,https://raw.githubusercontent.com/Bouncing-Grey/Pics/main/Beijing_resized_bordered/RV-A166-278.png,RV-A166-278,Beijing,Photograph,Photograph,,
116.677859537314,39.9029921943085,https://raw.githubusercontent.com/Bouncing-Grey/Pics/main/Beijing_resized_bordered/RV-A166-279.png,RV-A166-279,Beijing,Photograph,Photograph,,
116.660116810572,39.9083788461867,https://raw.githubusercontent.com/Bouncing-Grey/Pics/main/Beijing_resized_bordered/RV-A166-28.png,RV-A166-28,Beijing,Photograph,Photograph,,
116.348772511519,40.6797421511739,https://raw.githubusercontent.com/Bouncing-Grey/Pics/main/Beijing_resized_bordered/RV-A166-280.png,RV-A166-280,Beijing,Photograph,Photograph,,
116.362400512646,40.3914546053429,https://raw.githubusercontent.com/Bouncing-Grey/Pics/main/Beijing_resized_bordered/RV-A166-281.png,RV-A166-281,Beijing,Photograph,Photograph,,
116.74903136531,40.484462524116500,https://raw.githubusercontent.com/Bouncing-Grey/Pics/main/Beijing_resized_bordered/RV-A166-282.png,RV-A166-282,Beijing,Photograph,Photograph,,
115.979829399841,39.7403721038809,https://raw.githubusercontent.com/Bouncing-Grey/Pics/main/Beijing_resized_bordered/RV-A166-283.png,RV-A166-283,Beijing,Photograph,Photograph,,
116.524959025826,40.1122301490793,https://raw.githubusercontent.com/Bouncing-Grey/Pics/main/Beijing_resized_bordered/RV-A166-284.png,RV-A166-284,Beijing,Photograph,Photograph,,
